latitude;longitude;brightness;scan;track;acq_date;acq_time;satellite;instrument;confidence;version;bright_t31;frp;daynight
4428242;2625519;32753;106;103;26/7/2021;2019;Terra;MODIS;100;6.1NRT;29048;2904;N
4268715;2062554;30243;125;111;26/7/2021;2019;Terra;MODIS;49;6.1NRT;28932;661;N
4374153;2562457;30762;102;101;26/7/2021;2019;Terra;MODIS;72;6.1NRT;29055;86;N
4428407;2626839;30362;106;103;26/7/2021;2019;Terra;MODIS;56;6.1NRT;2895;642;N
4406207;2472414;30167;1;1;26/7/2021;2019;Terra;MODIS;43;6.1NRT;28996;468;N
4406378;2473649;30736;1;1;26/7/2021;2019;Terra;MODIS;71;6.1NRT;2905;801;N
4394612;256384;3103;103;101;26/7/2021;2019;Terra;MODIS;80;6.1NRT;28962;1075;N
4394778;2565105;330;103;101;26/7/2021;2019;Terra;MODIS;100;6.1NRT;28968;3064;N
4417939;2287388;30407;102;101;26/7/2021;2019;Terra;MODIS;58;6.1NRT;2919;517;N
4428974;2310982;3053;102;101;26/7/2021;2019;Terra;MODIS;64;6.1NRT;29162;577;N
4430563;2309197;31404;102;101;26/7/2021;2019;Terra;MODIS;88;6.1NRT;29192;1154;N
4430372;2307943;32369;102;101;26/7/2021;2019;Terra;MODIS;100;6.1NRT;29258;2089;N
4427912;2279762;30991;103;101;26/7/2021;2019;Terra;MODIS;79;6.1NRT;29066;979;N
4436164;2309558;30276;101;101;26/7/2021;2019;Terra;MODIS;51;6.1NRT;29144;452;N
443308;228948;32401;102;101;26/7/2021;2019;Terra;MODIS;100;6.1NRT;29239;2106;N
4432885;2288223;36944;102;101;26/7/2021;2019;Terra;MODIS;100;6.1NRT;29624;11688;N
4432691;2286966;30636;102;101;26/7/2021;2019;Terra;MODIS;61;6.1NRT;29108;572;N
4433778;2287952;30753;102;101;26/7/2021;2019;Terra;MODIS;72;6.1NRT;29182;679;N
4434475;2286422;31696;102;101;26/7/2021;2019;Terra;MODIS;94;6.1NRT;2921;1368;N
4434281;2285163;32168;102;101;26/7/2021;2019;Terra;MODIS;100;6.1NRT;29275;1822;N
4441625;2296778;30318;102;101;26/7/2021;2019;Terra;MODIS;54;6.1NRT;29172;456;N
4441432;2295522;32597;102;101;26/7/2021;2019;Terra;MODIS;100;6.1NRT;29322;2394;N
4373987;25612;30554;102;101;26/7/2021;2019;Terra;MODIS;65;6.1NRT;29069;723;N
4429324;2626614;31289;106;103;26/7/2021;2019;Terra;MODIS;86;6.1NRT;28992;1304;N
4405816;2317141;30469;102;101;26/7/2021;2019;Terra;MODIS;29;6.1NRT;28976;559;N
4406776;2317524;30698;102;101;26/7/2021;2019;Terra;MODIS;70;6.1NRT;29172;744;N
444138;2289605;30725;101;101;27/7/2021;33;Aqua;MODIS;71;6.1NRT;28993;826;N
4435516;2284892;30266;101;101;27/7/2021;33;Aqua;MODIS;51;6.1NRT;28949;588;N
4435342;2286144;30098;101;101;27/7/2021;33;Aqua;MODIS;36;6.1NRT;28953;48;N
4419342;2288413;30386;101;101;27/7/2021;33;Aqua;MODIS;57;6.1NRT;28893;653;N
4418451;2288176;33045;101;101;27/7/2021;33;Aqua;MODIS;100;6.1NRT;28994;3055;N
4418277;2289422;32051;101;101;27/7/2021;33;Aqua;MODIS;100;6.1NRT;28916;1913;N
4428289;2627191;30556;109;104;27/7/2021;33;Aqua;MODIS;65;6.1NRT;28785;881;N
4446607;2311766;30559;101;1;27/7/2021;33;Aqua;MODIS;65;6.1NRT;28966;757;N
4427375;2626893;30081;109;104;27/7/2021;33;Aqua;MODIS;17;6.1NRT;28755;546;N
4415865;2438888;30068;101;1;27/7/2021;33;Aqua;MODIS;32;6.1NRT;28876;495;N
4415676;2440122;30262;101;1;27/7/2021;33;Aqua;MODIS;50;6.1NRT;28903;607;N
4405441;2446766;30401;101;1;27/7/2021;33;Aqua;MODIS;58;6.1NRT;28889;694;N
4427601;2625566;32275;108;104;27/7/2021;33;Aqua;MODIS;100;6.1NRT;2881;2428;N
4861346;2119243;30526;122;11;27/7/2021;33;Aqua;MODIS;64;6.1NRT;29147;856;N
4581267;2936934;30572;133;114;27/7/2021;33;Aqua;MODIS;65;6.1NRT;28824;1259;N
4177682;1517969;3043;199;138;27/7/2021;35;Aqua;MODIS;59;6.1NRT;29162;1466;N
4144573;219443;31156;101;101;27/7/2021;35;Aqua;MODIS;83;6.1NRT;29279;1093;N
417734;1517407;30921;199;138;27/7/2021;35;Aqua;MODIS;77;6.1NRT;29242;2404;N
4176445;151781;30273;199;138;27/7/2021;35;Aqua;MODIS;47;6.1NRT;29137;1221;N
4577275;2960384;32553;311;167;27/7/2021;816;Terra;MODIS;0;6.1NRT;30291;579;D
4577446;2956362;3216;313;168;27/7/2021;816;Terra;MODIS;65;6.1NRT;30302;3917;D
4687982;3277437;33435;213;142;27/7/2021;816;Terra;MODIS;84;6.1NRT;30488;6535;D
4688159;3274625;32378;214;142;27/7/2021;816;Terra;MODIS;70;6.1NRT;30373;2525;D
4719762;3263372;32354;219;143;27/7/2021;816;Terra;MODIS;68;6.1NRT;30336;3572;D
4688073;3276726;33677;213;142;27/7/2021;816;Terra;MODIS;86;6.1NRT;30479;7914;D
4550634;2919386;31788;326;171;27/7/2021;816;Terra;MODIS;30;6.1NRT;30114;3341;D
4880219;1963459;30862;104;102;27/7/2021;952;Terra;MODIS;38;6.1NRT;29522;436;D
4860397;2117863;32594;114;106;27/7/2021;952;Terra;MODIS;81;6.1NRT;30084;1869;D
4688845;3279832;32103;447;194;27/7/2021;952;Terra;MODIS;61;6.1NRT;2965;8908;D
4688875;3280475;3221;447;194;27/7/2021;952;Terra;MODIS;70;6.1NRT;29664;9691;D
4073917;1677537;33649;105;102;27/7/2021;954;Terra;MODIS;80;6.1NRT;3178;1618;D
4380788;2536173;32235;229;147;27/7/2021;954;Terra;MODIS;62;6.1NRT;30255;2567;D
4381118;2535654;32375;229;147;27/7/2021;954;Terra;MODIS;63;6.1NRT;30278;303;D
4399696;2447932;32479;203;139;27/7/2021;954;Terra;MODIS;47;6.1NRT;30538;2314;D
4397537;2337084;32658;177;13;27/7/2021;954;Terra;MODIS;74;6.1NRT;30189;2791;D
4397076;2339203;34044;178;131;27/7/2021;954;Terra;MODIS;89;6.1NRT;30667;7371;D
439753;2338812;33969;178;131;27/7/2021;954;Terra;MODIS;89;6.1NRT;30586;7005;D
4396399;2338349;33526;178;131;27/7/2021;954;Terra;MODIS;85;6.1NRT;30545;5677;D
4442526;2275848;32184;16;125;27/7/2021;954;Terra;MODIS;46;6.1NRT;3041;1084;D
4441445;227541;32335;16;125;27/7/2021;954;Terra;MODIS;59;6.1NRT;30422;1381;D
4441879;2290295;32579;163;126;27/7/2021;954;Terra;MODIS;47;6.1NRT;30795;1992;D
4430919;2308996;33023;168;127;27/7/2021;954;Terra;MODIS;67;6.1NRT;3075;2856;D
4430497;2311022;32634;168;128;27/7/2021;954;Terra;MODIS;50;6.1NRT;30827;1836;D
4431627;2294157;3306;165;126;27/7/2021;954;Terra;MODIS;47;6.1NRT;31231;2628;D
4413449;2296496;34048;167;127;27/7/2021;954;Terra;MODIS;89;6.1NRT;3095;5673;D
4413028;2298512;32905;168;127;27/7/2021;954;Terra;MODIS;72;6.1NRT;30911;2328;D
416232;1519729;33317;1;1;27/7/2021;954;Terra;MODIS;82;6.1NRT;31301;1246;D
4144194;1529754;33542;1;1;27/7/2021;954;Terra;MODIS;82;6.1NRT;31471;1377;D
414402;1530932;3593;1;1;27/7/2021;954;Terra;MODIS;99;6.1NRT;31722;6255;D
4143307;1529526;33419;1;1;27/7/2021;954;Terra;MODIS;73;6.1NRT;31372;1247;D
4107373;1571492;33274;101;1;27/7/2021;954;Terra;MODIS;76;6.1NRT;3154;954;D
4144397;2195696;32447;172;129;27/7/2021;954;Terra;MODIS;56;6.1NRT;30477;2109;D
4144639;2195212;32901;172;129;27/7/2021;954;Terra;MODIS;79;6.1NRT;30481;321;D
4143513;2194835;3206;172;129;27/7/2021;954;Terra;MODIS;67;6.1NRT;30521;1291;D
4126091;1349315;32133;104;102;27/7/2021;954;Terra;MODIS;61;6.1NRT;30677;632;D
4277663;1130783;32317;129;113;27/7/2021;954;Terra;MODIS;76;6.1NRT;29298;192;D
4615022;2118227;33005;125;111;27/7/2021;954;Terra;MODIS;82;6.1NRT;3047;2669;D
4614347;2116293;36793;124;111;27/7/2021;954;Terra;MODIS;100;6.1NRT;30451;13693;D
4614053;2117856;34221;125;111;27/7/2021;954;Terra;MODIS;91;6.1NRT;30277;5098;D
4608382;2120128;33892;125;111;27/7/2021;954;Terra;MODIS;89;6.1NRT;30746;3847;D
4605871;2105805;36216;124;111;27/7/2021;954;Terra;MODIS;100;6.1NRT;30411;10832;D
4605581;2107355;34387;124;111;27/7/2021;954;Terra;MODIS;92;6.1NRT;30352;5178;D
4613349;2059909;33222;119;108;27/7/2021;954;Terra;MODIS;78;6.1NRT;30567;2186;D
4512551;2034552;32241;121;109;27/7/2021;954;Terra;MODIS;67;6.1NRT;3027;1339;D
4144804;219377;34341;171;128;27/7/2021;954;Terra;MODIS;69;6.1NRT;30607;8118;D
4145036;2193279;33046;171;128;27/7/2021;954;Terra;MODIS;81;6.1NRT;30573;3552;D
4209393;2153865;31641;158;124;27/7/2021;954;Terra;MODIS;49;6.1NRT;29982;1461;D
4494056;2699434;31661;261;155;27/7/2021;954;Terra;MODIS;70;6.1NRT;29917;2322;D
4494918;2699161;32014;261;155;27/7/2021;954;Terra;MODIS;75;6.1NRT;29981;376;D
4034092;1824905;33169;119;108;27/7/2021;954;Terra;MODIS;74;6.1NRT;31386;1138;D
4321251;175089;32733;104;102;27/7/2021;954;Terra;MODIS;77;6.1NRT;30865;134;D
4094019;1615908;33164;102;101;27/7/2021;954;Terra;MODIS;72;6.1NRT;31588;992;D
4083124;1649711;33257;104;102;27/7/2021;954;Terra;MODIS;74;6.1NRT;31661;1034;D
4079383;1620648;3336;102;101;27/7/2021;954;Terra;MODIS;74;6.1NRT;3178;1074;D
4072366;1623729;33456;103;101;27/7/2021;954;Terra;MODIS;79;6.1NRT;31463;1603;D
4072178;1624914;34187;103;101;27/7/2021;954;Terra;MODIS;87;6.1NRT;31496;2791;D
4070777;1616452;33334;102;101;27/7/2021;954;Terra;MODIS;79;6.1NRT;31641;1266;D
4070591;1617632;33101;102;101;27/7/2021;954;Terra;MODIS;70;6.1NRT;31529;946;D
4608089;21217;33489;125;111;27/7/2021;954;Terra;MODIS;86;6.1NRT;30656;2938;D
394666;1638466;31672;105;103;27/7/2021;954;Terra;MODIS;25;6.1NRT;30431;502;D
3946468;1639648;31846;105;103;27/7/2021;954;Terra;MODIS;45;6.1NRT;30464;716;D
3926774;1691231;32313;11;104;27/7/2021;954;Terra;MODIS;69;6.1NRT;30751;855;D
3902757;1685455;32698;11;104;27/7/2021;954;Terra;MODIS;59;6.1NRT;30944;1082;D
3844696;2355181;32864;101;1;27/7/2021;1136;Aqua;MODIS;59;6.1NRT;31205;1033;D
4269776;2591163;33435;131;113;27/7/2021;1138;Aqua;MODIS;68;6.1NRT;30361;3452;D
4440734;2291348;36077;106;103;27/7/2021;1138;Aqua;MODIS;100;6.1NRT;31353;7674;D
4440568;229003;33682;106;103;27/7/2021;1138;Aqua;MODIS;82;6.1NRT;31206;2315;D
4442478;2297713;33314;106;103;27/7/2021;1138;Aqua;MODIS;77;6.1NRT;3095;17;D
4442312;2296389;34728;106;103;27/7/2021;1138;Aqua;MODIS;93;6.1NRT;3116;4262;D
4443643;2291968;33813;106;103;27/7/2021;1138;Aqua;MODIS;81;6.1NRT;31189;2626;D
4132227;1390251;32137;202;138;27/7/2021;1138;Aqua;MODIS;61;6.1NRT;30581;2731;D
4104438;1593093;3313;158;124;27/7/2021;1138;Aqua;MODIS;69;6.1NRT;31422;1513;D
4092567;159201;33295;159;124;27/7/2021;1138;Aqua;MODIS;78;6.1NRT;31552;2572;D
4515549;2034669;33512;1;1;27/7/2021;1138;Aqua;MODIS;84;6.1NRT;3067;2196;D
4413042;2297282;33613;106;103;27/7/2021;1138;Aqua;MODIS;65;6.1NRT;31491;1481;D
4276103;2055722;32678;101;101;27/7/2021;1138;Aqua;MODIS;71;6.1NRT;31028;923;D
4243821;2169562;32367;1;1;27/7/2021;1138;Aqua;MODIS;66;6.1NRT;30675;1012;D
4369633;161659;33262;135;115;27/7/2021;1138;Aqua;MODIS;85;6.1NRT;30929;2741;D
4412878;2295973;33512;106;103;27/7/2021;1138;Aqua;MODIS;73;6.1NRT;31514;1349;D
4412712;2294666;33337;106;103;27/7/2021;1138;Aqua;MODIS;31;6.1NRT;315;1052;D
436932;1614951;33775;135;115;27/7/2021;1138;Aqua;MODIS;89;6.1NRT;30965;3951;D
4425167;202463;32279;101;1;27/7/2021;1138;Aqua;MODIS;73;6.1NRT;30705;676;D
4599073;2985365;32638;232;147;27/7/2021;1138;Aqua;MODIS;70;6.1NRT;30623;3169;D
4441479;2274955;32911;105;102;27/7/2021;1138;Aqua;MODIS;75;6.1NRT;30879;1065;D
4175215;1506838;32983;169;128;27/7/2021;1138;Aqua;MODIS;45;6.1NRT;31203;1447;D
4276622;2053039;3307;101;101;27/7/2021;1138;Aqua;MODIS;81;6.1NRT;30989;1251;D
41439;2193561;33281;1;1;27/7/2021;1138;Aqua;MODIS;80;6.1NRT;31537;1303;D
4481582;1956913;3277;102;101;27/7/2021;1138;Aqua;MODIS;77;6.1NRT;3039;1554;D
4071924;1624119;33421;155;123;27/7/2021;1138;Aqua;MODIS;78;6.1NRT;31538;2451;D
4064333;168115;3305;145;119;27/7/2021;1138;Aqua;MODIS;51;6.1NRT;31378;1425;D
4436774;2317466;32447;108;104;27/7/2021;1138;Aqua;MODIS;50;6.1NRT;30924;789;D
4436108;2312122;34993;107;103;27/7/2021;1138;Aqua;MODIS;94;6.1NRT;31157;4679;D
4177535;1507553;33286;169;128;27/7/2021;1138;Aqua;MODIS;70;6.1NRT;31294;2385;D
4860381;2118148;32579;104;102;27/7/2021;1140;Aqua;MODIS;71;6.1NRT;30784;1306;D
4692025;2162211;32809;104;102;27/7/2021;1140;Aqua;MODIS;74;6.1NRT;29654;1722;D
4571991;2167782;32277;102;101;27/7/2021;1140;Aqua;MODIS;48;6.1NRT;30595;875;D
4758384;2923686;32787;172;129;27/7/2021;1923;Terra;MODIS;100;6.1NRT;29031;5899;N
4747662;3180879;30764;132;114;27/7/2021;1923;Terra;MODIS;72;6.1NRT;28951;1238;N
4667464;3167139;30502;139;117;27/7/2021;1923;Terra;MODIS;63;6.1NRT;29066;1026;N
466645;3167561;30113;139;117;27/7/2021;1923;Terra;MODIS;25;6.1NRT;29061;624;N
4665794;3175396;30537;138;116;27/7/2021;1923;Terra;MODIS;64;6.1NRT;29061;1028;N
4440274;2285397;30113;461;197;27/7/2021;1923;Terra;MODIS;38;6.1NRT;29064;3269;N
4441912;2290969;30513;457;196;27/7/2021;1923;Terra;MODIS;63;6.1NRT;29122;5359;N
4440356;2286118;30423;461;197;27/7/2021;1923;Terra;MODIS;59;6.1NRT;29083;4788;N
4666133;3177129;30973;138;116;27/7/2021;1923;Terra;MODIS;78;6.1NRT;29132;1472;N
4441966;2291702;30326;457;196;27/7/2021;1923;Terra;MODIS;54;6.1NRT;29117;4287;N
4560799;2785826;30564;23;147;27/7/2021;1923;Terra;MODIS;65;6.1NRT;29132;1968;N
4561127;2786191;30699;23;147;27/7/2021;1923;Terra;MODIS;70;6.1NRT;29132;2366;N
4074528;1957032;30584;142;118;27/7/2021;2059;Terra;MODIS;66;6.1NRT;29366;983;N
4150777;1498209;31323;101;1;27/7/2021;2059;Terra;MODIS;87;6.1NRT;29297;1084;N
415094;1499399;30473;101;1;27/7/2021;2059;Terra;MODIS;61;6.1NRT;29345;491;N
3805459;1573582;3058;1;1;27/7/2021;2059;Terra;MODIS;66;6.1NRT;29453;466;N
396732;1634274;30909;104;102;27/7/2021;2059;Terra;MODIS;64;6.1NRT;29673;666;N
4514899;994822;31187;113;106;27/7/2021;2101;Terra;MODIS;84;6.1NRT;29123;125;N
440111;2351093;32189;26;155;27/7/2021;2101;Terra;MODIS;100;6.1NRT;29239;7722;N
4860254;21177;30592;215;143;27/7/2021;2101;Terra;MODIS;66;6.1NRT;28412;2595;N
4390737;2481149;31019;308;167;27/7/2021;2101;Terra;MODIS;79;6.1NRT;2915;4853;N
4400606;2351662;30468;26;155;27/7/2021;2101;Terra;MODIS;61;6.1NRT;29212;228;N
4402002;2351512;31205;26;155;27/7/2021;2101;Terra;MODIS;84;6.1NRT;29208;422;N
451466;993419;31529;113;106;27/7/2021;2101;Terra;MODIS;91;6.1NRT;2911;1578;N
4390719;2477826;3031;306;166;27/7/2021;2101;Terra;MODIS;53;6.1NRT;29101;2578;N
43909;2481678;31186;308;167;27/7/2021;2101;Terra;MODIS;84;6.1NRT;29146;5557;N
4392242;2481017;30578;308;167;27/7/2021;2101;Terra;MODIS;66;6.1NRT;29132;3486;N
4175666;1498267;30618;101;1;27/7/2021;2101;Terra;MODIS;67;6.1NRT;29463;548;N
4861631;2119503;30017;151;121;28/7/2021;113;Aqua;MODIS;20;6.1NRT;28949;839;N
4605962;2099936;30519;172;129;28/7/2021;113;Aqua;MODIS;63;6.1NRT;29057;1467;N
4860583;2119013;30015;151;121;28/7/2021;113;Aqua;MODIS;19;6.1NRT;28896;856;N
4420737;2297221;3041;247;151;28/7/2021;115;Aqua;MODIS;58;6.1NRT;29076;2304;N
4145029;2193751;30168;26;155;28/7/2021;115;Aqua;MODIS;43;6.1NRT;29133;1799;N
4421276;229698;30201;247;151;28/7/2021;115;Aqua;MODIS;46;6.1NRT;29094;1985;N
4152995;1322795;30852;102;101;28/7/2021;117;Aqua;MODIS;71;6.1NRT;2933;807;N
4153185;132158;34699;102;101;28/7/2021;117;Aqua;MODIS;100;6.1NRT;29598;5732;N
4152288;1321374;30574;102;101;28/7/2021;117;Aqua;MODIS;50;6.1NRT;29388;606;N
41589;1296437;32566;101;101;28/7/2021;117;Aqua;MODIS;100;6.1NRT;29458;2414;N
383475;1628201;31249;147;12;28/7/2021;117;Aqua;MODIS;79;6.1NRT;29559;1624;N
4159083;129526;31971;101;101;28/7/2021;117;Aqua;MODIS;99;6.1NRT;29393;1802;N
4074443;1958148;30432;198;137;28/7/2021;117;Aqua;MODIS;60;6.1NRT;29206;1699;N
4074255;1957351;30254;198;137;28/7/2021;117;Aqua;MODIS;50;6.1NRT;29211;1324;N
4702771;32389;32406;102;101;28/7/2021;856;Terra;MODIS;61;6.1NRT;30637;883;D
4718057;3248079;32188;102;101;28/7/2021;856;Terra;MODIS;55;6.1NRT;30219;849;D
4713394;3288552;32473;104;102;28/7/2021;856;Terra;MODIS;69;6.1NRT;30617;937;D
4718947;324838;32224;102;101;28/7/2021;856;Terra;MODIS;55;6.1NRT;30159;89;D
4702561;3240216;32848;102;101;28/7/2021;856;Terra;MODIS;76;6.1NRT;30637;1427;D
4688793;3250987;32257;103;101;28/7/2021;856;Terra;MODIS;54;6.1NRT;30639;71;D
4861052;2118471;31596;245;151;28/7/2021;856;Terra;MODIS;68;6.1NRT;29767;2347;D
4718143;3259261;32977;103;101;28/7/2021;856;Terra;MODIS;78;6.1NRT;30252;1809;D
4715923;323836;31852;102;101;28/7/2021;856;Terra;MODIS;32;6.1NRT;30152;665;D
4705178;3235552;34177;102;101;28/7/2021;856;Terra;MODIS;89;6.1NRT;30371;3523;D
4704969;3236866;32864;102;101;28/7/2021;856;Terra;MODIS;77;6.1NRT;30322;1451;D
4704288;3235254;32026;102;101;28/7/2021;856;Terra;MODIS;54;6.1NRT;30343;641;D
4703661;3239198;32527;102;101;28/7/2021;856;Terra;MODIS;65;6.1NRT;30473;1031;D
4747716;3183313;33521;1;1;28/7/2021;856;Terra;MODIS;85;6.1NRT;29618;2767;D
4735081;319301;32838;101;1;28/7/2021;856;Terra;MODIS;73;6.1NRT;30247;1583;D
4718356;3257936;34128;103;101;28/7/2021;856;Terra;MODIS;89;6.1NRT;3042;3662;D
459712;2983667;33389;101;1;28/7/2021;858;Terra;MODIS;81;6.1NRT;30655;1968;D
4575639;2924941;3275;102;101;28/7/2021;858;Terra;MODIS;57;6.1NRT;30795;828;D
4575697;2951772;33124;102;101;28/7/2021;858;Terra;MODIS;76;6.1NRT;30599;1619;D
4623732;2985006;32802;101;101;28/7/2021;858;Terra;MODIS;56;6.1NRT;30664;111;D
462284;2984752;35098;101;101;28/7/2021;858;Terra;MODIS;95;6.1NRT;30852;4942;D
462266;2986046;32509;101;101;28/7/2021;858;Terra;MODIS;41;6.1NRT;30569;742;D
4620342;2982709;32767;101;101;28/7/2021;858;Terra;MODIS;69;6.1NRT;30717;971;D
4620163;2984002;35499;101;101;28/7/2021;858;Terra;MODIS;97;6.1NRT;30974;5884;D
4619984;2985293;33633;101;101;28/7/2021;858;Terra;MODIS;85;6.1NRT;30527;2278;D
4619271;2983748;32824;101;101;28/7/2021;858;Terra;MODIS;58;6.1NRT;30576;1227;D
4617128;2911479;32727;104;102;28/7/2021;858;Terra;MODIS;46;6.1NRT;30786;1037;D
4616225;2911236;32872;104;102;28/7/2021;858;Terra;MODIS;56;6.1NRT;30579;123;D
4598902;2984169;33991;101;1;28/7/2021;858;Terra;MODIS;87;6.1NRT;30626;3004;D
4598722;2985452;32862;101;1;28/7/2021;858;Terra;MODIS;75;6.1NRT;30597;1331;D
4598011;2983918;38529;101;1;28/7/2021;858;Terra;MODIS;100;6.1NRT;31064;16437;D
4437663;257523;32418;127;112;28/7/2021;858;Terra;MODIS;57;6.1NRT;30394;1302;D
4597831;2985201;34928;101;1;28/7/2021;858;Terra;MODIS;94;6.1NRT;30786;468;D
4417373;2680857;32491;115;107;28/7/2021;858;Terra;MODIS;59;6.1NRT;30756;1057;D
4417662;2681536;32857;115;107;28/7/2021;858;Terra;MODIS;70;6.1NRT;30761;1405;D
459984;2902845;33173;104;102;28/7/2021;858;Terra;MODIS;79;6.1NRT;30514;1992;D
4564139;2927955;32547;102;101;28/7/2021;858;Terra;MODIS;60;6.1NRT;30586;855;D
4564314;292666;32546;102;101;28/7/2021;858;Terra;MODIS;69;6.1NRT;30575;873;D
4399409;2331561;32445;166;127;28/7/2021;858;Terra;MODIS;37;6.1NRT;3032;1768;D
4399211;2332149;33257;166;127;28/7/2021;858;Terra;MODIS;81;6.1NRT;30417;3857;D
4426634;2331664;3387;167;127;28/7/2021;858;Terra;MODIS;86;6.1NRT;31006;5363;D
4565036;2928197;32879;102;101;28/7/2021;858;Terra;MODIS;63;6.1NRT;30583;1132;D
4426374;2332344;33973;167;127;28/7/2021;858;Terra;MODIS;87;6.1NRT;30957;5777;D
4565211;2926902;33195;102;101;28/7/2021;858;Terra;MODIS;79;6.1NRT;30729;1621;D
4571058;2958498;34396;101;101;28/7/2021;858;Terra;MODIS;90;6.1NRT;30733;3475;D
4442093;2280304;32317;179;131;28/7/2021;858;Terra;MODIS;58;6.1NRT;30508;1708;D
4416291;2292455;32779;175;13;28/7/2021;858;Terra;MODIS;66;6.1NRT;30809;1955;D
459934;2987561;33069;101;1;28/7/2021;858;Terra;MODIS;78;6.1NRT;30553;1354;D
409496;1590838;32486;419;19;28/7/2021;900;Terra;MODIS;66;6.1NRT;30608;6558;D
4074781;1957045;31819;251;152;28/7/2021;900;Terra;MODIS;50;6.1NRT;30252;1791;D
4067309;1638036;32689;36;178;28/7/2021;1036;Terra;MODIS;63;6.1NRT;30838;4904;D
4587849;2893461;33065;137;116;28/7/2021;1043;Aqua;MODIS;79;6.1NRT;30292;268;D
4587515;2891754;32761;137;116;28/7/2021;1043;Aqua;MODIS;75;6.1NRT;30382;2074;D
4493806;2701128;32201;179;131;28/7/2021;1043;Aqua;MODIS;64;6.1NRT;30407;1752;D
4597617;2983198;34295;125;111;28/7/2021;1043;Aqua;MODIS;86;6.1NRT;30493;4586;D
4664245;2931784;31944;127;112;28/7/2021;1043;Aqua;MODIS;60;6.1NRT;3028;105;D
454316;29093;32673;138;116;28/7/2021;1043;Aqua;MODIS;51;6.1NRT;3001;2092;D
4558342;291307;32739;136;116;28/7/2021;1043;Aqua;MODIS;72;6.1NRT;30548;1527;D
4401278;2439942;32375;263;156;28/7/2021;1043;Aqua;MODIS;70;6.1NRT;30449;3175;D
4665378;3172674;32687;106;103;28/7/2021;1043;Aqua;MODIS;54;6.1NRT;3059;1225;D
4702708;3241755;35379;102;101;28/7/2021;1043;Aqua;MODIS;91;6.1NRT;30664;5954;D
4728019;3254866;3239;102;101;28/7/2021;1043;Aqua;MODIS;59;6.1NRT;30667;833;D
4702501;3240434;36077;102;101;28/7/2021;1043;Aqua;MODIS;94;6.1NRT;31088;7727;D
4703185;323881;33342;102;101;28/7/2021;1043;Aqua;MODIS;76;6.1NRT;30691;2028;D
4718344;3258818;31995;102;101;28/7/2021;1043;Aqua;MODIS;46;6.1NRT;3025;732;D
471814;3257504;32494;102;101;28/7/2021;1043;Aqua;MODIS;69;6.1NRT;3037;1287;D
4715048;3237729;32117;102;101;28/7/2021;1043;Aqua;MODIS;44;6.1NRT;30249;803;D
4393205;2590947;32467;219;143;28/7/2021;1043;Aqua;MODIS;71;6.1NRT;30544;2681;D
4445596;2278952;31946;311;167;28/7/2021;1043;Aqua;MODIS;69;6.1NRT;30173;2797;D
4404676;2570198;32828;223;145;28/7/2021;1043;Aqua;MODIS;59;6.1NRT;30569;3666;D
4622058;2985913;3499;123;11;28/7/2021;1043;Aqua;MODIS;89;6.1NRT;3073;6205;D
4616318;2909882;32932;133;114;28/7/2021;1043;Aqua;MODIS;75;6.1NRT;30705;1866;D
4401711;2439302;32226;263;156;28/7/2021;1043;Aqua;MODIS;68;6.1NRT;30437;2687;D
4783911;3149738;32742;105;102;28/7/2021;1045;Aqua;MODIS;76;6.1NRT;30328;1736;D
4767212;3056301;31798;111;105;28/7/2021;1045;Aqua;MODIS;27;6.1NRT;29911;697;D
4604785;2156964;33189;321;17;28/7/2021;1045;Aqua;MODIS;85;6.1NRT;30059;11411;D
4605807;2160812;3226;319;169;28/7/2021;1045;Aqua;MODIS;69;6.1NRT;299;5651;D
476763;3053057;31721;111;105;28/7/2021;1045;Aqua;MODIS;28;6.1NRT;29946;625;D
4764457;2960017;31507;119;109;28/7/2021;1045;Aqua;MODIS;43;6.1NRT;2982;953;D
476696;3054848;34505;111;105;28/7/2021;1045;Aqua;MODIS;92;6.1NRT;30331;4995;D
4784134;3151102;32727;105;102;28/7/2021;1045;Aqua;MODIS;73;6.1NRT;30334;1712;D
4773893;2976806;31278;117;108;28/7/2021;1045;Aqua;MODIS;48;6.1NRT;29308;75;D
4767882;305451;35858;111;105;28/7/2021;1045;Aqua;MODIS;99;6.1NRT;30274;8458;D
3820846;2178786;34418;28;16;28/7/2021;1219;Aqua;MODIS;92;6.1NRT;31021;16787;D
3790628;2170446;32755;275;159;28/7/2021;1219;Aqua;MODIS;73;6.1NRT;3074;5552;D
3820704;217918;33987;28;16;28/7/2021;1219;Aqua;MODIS;90;6.1NRT;30972;13148;D
3820672;2175898;32592;279;16;28/7/2021;1219;Aqua;MODIS;71;6.1NRT;30953;4595;D
382052;2176379;33045;279;16;28/7/2021;1219;Aqua;MODIS;83;6.1NRT;30986;6727;D
3790366;2173668;36421;276;159;28/7/2021;1219;Aqua;MODIS;100;6.1NRT;31018;38068;D
3790197;2171066;34735;275;159;28/7/2021;1219;Aqua;MODIS;92;6.1NRT;30732;19419;D
3789325;2172701;33609;276;159;28/7/2021;1219;Aqua;MODIS;84;6.1NRT;30611;11247;D
3790789;2173124;36043;276;159;28/7/2021;1219;Aqua;MODIS;100;6.1NRT;31018;33152;D
4608931;2129351;33194;311;167;28/7/2021;1221;Aqua;MODIS;83;6.1NRT;30371;9167;D
